key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-879386606,Urban green space monitoring for climate change mitigation,2017,1,1,,,17,43,,"Herban, S., Vîlceanu, C.-B., Halbac-Cotoară-Zamfir, R.",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest management",,"",,
rayyan-879386607,Assessing ecosystem services of the inciralti urban forest,2017,1,1,,,1,,,"Hepcan, C.C., Hepcan, S.",,,,,,"RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: inaccessible",,"",,
rayyan-879386609,Climate change impacts and carbon in U.S. national parks,2011,1,1,,,28,2,,"Gonzalez, P.",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: relevant review",,"",,
rayyan-879386610,Climate change and urban trees: Using conjoint analysis to improve plant selection in botanic gardens and other designed landscapes,2017,1,1,,,1189,,,"Glenn, P., Rayner, J., May, E.",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: inaccessible",,"",,
rayyan-879386611,The role of urban green space and trees in relation to climate change,2011,1,1,,,6,,,"Fryd, O., Pauleit, S., Bühler, O.",,,,,,"RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: inaccessible",,Trees,,
rayyan-879386612,"Planting trees for carbon credits: A discussion of context, issues, feasibility, and environmental benefits",1996,1,1,,,4,2,,"Freedman, B., Keith, T.",,,,,,"RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not primary",,"",,
rayyan-879386613,The hidden potential of sustainable neighborhoods: Lessons from low-carbon communities,2014,1,1,,,,,,"Fraker, H.",,,,,,"RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,"",,
rayyan-879386614,Global consequences of land use,2005,1,1,,,309,5734,,"Foley, J.A., DeFries, R., Asner, G.P., Barford, C., Bonan, G., Carpenter, S.R., Chapin, F.S., Coe, M.T., Daily, G.C., Gibbs, H.K., Helkowski, J.H., Holloway, T., Howard, E.A., Kucharik, C.J., Monfreda, C., Patz, J.A., Prentice, I.C., Ramankutty, N., Snyder, P.K.",,,,,,"RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,"",,
rayyan-879386615,Human-nature for climate action: Nature-based solutions for urban sustainability,2016,1,1,,,8,3,,"Fink, H.S.",,,,,,"RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest management",,Humanism;Humans;Humanities,,
rayyan-879386616,Contributions of Natural Carbon Sink Capacity and Carbon Neutrality in the Context of Net-Zero Carbon Cities: A Case Study of Hangzhou,2022,1,1,,,14,5,,"Fan, Y., Wei, F.",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not urban",,"",,
rayyan-879386617,Multi-functionality of nature-based and other urban sustainability solutions: New York City study,2018,1,1,,,29,10,,"Engström, R., Howells, M., Mörtberg, U., Destouni, G.",,,,,,"RAYYAN-INCLUSION: {""Emily""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not primary",,New York City,,
rayyan-879386618,Seeing trees: A history of street trees in New York City and Berlin,2019,1,1,,,,,,"Dümpelmann, S.",,,,,,"RAYYAN-INCLUSION: {""Emily""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not primary",,New York City,,
rayyan-879386619,Conservation of urban biodiversity under climate change: Climate-smart management for Chicago green spaces,2015,1,1,,,,,,"Derby Lewis, A., Moseley, R.K., Hall, K.R., Hellmann, J.J.",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not primary",,Chicago,,
rayyan-879386620,Spatial pattern of urban green space ecosystem service in Xi'an City based on fairness evaluation,2021,1,1,,,41,17,,"Dang, H., Li, J., Zhang, Y., Zhou, Z.",,,,,,"RAYYAN-INCLUSION: {""Emily""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: inaccessible",,"",,
rayyan-879386621,Climate change versus land-use change—What affects the ecosystem services more in the forest-steppe ecotone?,2021,1,1,,,759,,,"Cui, F., Wang, B., Zhang, Q., Tang, H., De Maeyer, P., Hamdi, R., Dai, L.",,,,,,"RAYYAN-INCLUSION: {""Emily""=>""Excluded""}",,Trees,,
rayyan-879386622,"Street tree diversity in Massachusetts, USA",2020,1,1,,,46,1,,"Cowett, F.D., Bassuk, N.L.",,,,,,"RAYYAN-INCLUSION: {""Emily""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,Massachusetts;Trees,,
rayyan-879386623,Assessing Potential for and Benefits of Scaling up Nature-Based Solutions in Malmö,2022,1,1,,,242,,,"Cortinovis, C., Olsson, P., Boke-Olén, N., Hedlund, K.",,,,,,"RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: inaccessible",,"",,
rayyan-879386625,Climate friendly urban green areas: Roadside green spaces in Sakarya/Turkey,2018,1,1,,,6,2,,"Çinar, H.S., Parlak, N.N., Yildiz Dönmez, N.",,,,,,"RAYYAN-INCLUSION: {""Emily""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: inaccessible",,"",,
rayyan-879386626,Urban thermo-profiles and community structure of Quercus mongolica forests along an urban-rural land use gradient: Implications for management and restoration of urban ecosystems,2009,1,1,,,32,3,,"Cho, Y.-C., Cho, H.-J., Lee, C.-S.",,,,,,"RAYYAN-INCLUSION: {""Emily""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: inaccessible",,"",,
rayyan-879386627,Dynamics of CO2 exchange and its environmental controls in an urban green-land ecosystem in Beijing Olympic Forest Park,2013,1,1,,,33,20,,"Chen, W.J., Li, C.Y., He, G.M., Wang, X.P., Zha, T.S., Jia, X.",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: inaccessible",,Trees,,
rayyan-879386628,Carbon offset potentials of four alternative forest management strategies in Canada: A simulation study,2000,1,1,,,5,2,,"Chen, W., Chen, J.M., Price, D.T., Cihlar, J., Liu, J.",,,,,,"RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,Canada;Trees,,
rayyan-879386629,Species-specific holistic assessment of tree structure and defects in urban Hong Kong,2020,1,1,,,55,,,"Chau, N.L., Jim, C.Y., Zhang, H.",,,,,,"RAYYAN-INCLUSION: {""Emily""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not temperate",,Species Specificity;Hong Kong,,
rayyan-879386630,"Nature-based solutions in the urban context: terminology, classification and scoring for urban challenges and ecosystem services",2021,1,1,,,779,,,"Castellar, J.A.C., Popartan, L.A., Pueyo-Ros, J., Atanasova, N., Langergraber, G., Säumel, I., Corominas, L., Comas, J., Acuña, V.",,,,,,"RAYYAN-INCLUSION: {""Emily""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,"",,
rayyan-879386631,Multifunctionality in practice: Measuring differences in urban woodland ecosystem properties via functional traits,2022,1,1,,,68,,,"Cardou, F., Aubin, I., Lapointe, M., Shipley, B.",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,"",,
rayyan-879386632,Opportunities for biodiversity conservation as cities adapt to climate change,2018,1,1,,,5,1,,"Butt, N., Shanahan, D.F., Shumway, N., Bekessy, S.A., Fuller, R.A., Watson, J.E.M., Maggini, R., Hole, D.G.",,,,,,"RAYYAN-INCLUSION: {""Emily""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,"",,
rayyan-879386633,"Carbon sequestration and emissions: Methods, concerns and challenges",2018,1,1,,,,,,"Busch, E.",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not primary,inaccessible",,"",,
rayyan-879386634,Green roofs in temperate climate cities in Europe – An analysis of key decision factors,2017,1,1,,,21,,,"Brudermann, T., Sangkakool, T.",,,,,,"RAYYAN-INCLUSION: {""Emily""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not primary,not climate solution",,Europe,,
rayyan-879386635,An economic value assessment of ecological services in the tree community at winona state university Arboretum,2018,1,1,,,1191,,,"Borsari, B., Mundahl, N., Landby, G., Mueller, L.",,,,,,"RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,"",,
rayyan-879386636,Greening cosmopolitan urbanism? On the transnational mobility of low-carbon formats in Northern European and East Asian cities,2012,1,1,,,44,10,,"Blok, A.",,,,,,"RAYYAN-INCLUSION: {""Emily""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not primary,not climate solution",,Asian Continental Ancestry Group,,
rayyan-879386637,Barriers and opportunities for robust decision making approaches to support climate change adaptation in the developing world,2016,1,1,,,14,,,"Bhave, A.G., Conway, D., Dessai, S., Stainforth, D.A.",,,,,,"RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,Decision Making,,
rayyan-879386638,The green infrastructure in cities as a tool for climate change adaptation and mitigation: Slovakian and polish experiences,2019,1,1,,,10,9,,"Belčáková, I., Świader, M., Bartyna-Zielińska, M.",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution,not forest management",,"",,
rayyan-879386639,Innovation and climate action planning: Perspectives from municipal plans,2010,1,1,,,76,4,,"Bassett, E., Shandas, V.",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not primary,not forest management",,"",,
rayyan-879386640,Climate change and built environment - The role of urban greenery as a mitigation strategy in Greek urban areas,2021,1,1,,,899,1,,"Apostolopoulou, D., Tsoka, S.",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not primary,not climate solution",,"",,
rayyan-879386641,An integrated method for assessing climate-related risks and adaptation alternatives in urban areas,2015,1,1,,,7,,,"Andersson-Sköld, Y., Thorsson, S., Rayner, D., Lindberg, F., Janhäll, S., Jonsson, A., Moback, U., Bergman, R., Granberg, M.",,,,,,"RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest management",,"",,
rayyan-879386642,A multicriteria stochastic optimization framework for sustainable forest decision making under uncertainty,2019,1,1,,,103,,,"Álvarez-Miranda, E., Garcia-Gonzalo, J., Pais, C., Weintraub, A.",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest management",,Decision Making;Trees,,
rayyan-879386643,The role of trees in climate change resilience,2020,1,1,,,,,,"Allen, R.",,,,,,"RAYYAN-INCLUSION: {""Emily""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: inaccessible",,Trees,,
rayyan-879386644,A comparative review on greenery ecosystems and their impacts on sustainability of building environment,2020,1,1,,,12,20,,"Al-Kayiem, H.H., Koh, K., Riyadi, T.W.B., Effendy, M.",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not primary,not climate solution",,"",,
rayyan-879386645,The city as nature and the nature of the city - climate adaptation using living infrastructure: governance and integration challenges,2017,1,1,,,21,2,,"Alexandra, J.",,,,,,"RAYYAN-INCLUSION: {""Emily""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: inaccessible",,"",,
rayyan-879386646,Applying network theory to prioritize multispecies habitat networks that are robust to climate and land-use change,2017,1,1,,,31,6,,"Albert, C.H., Rayfield, B., Dumitru, M., Gonzalez, A.",,,,,,"RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest management",,"",,
rayyan-879386647,Sustainable urban planning strategies for mitigating climate change in Saudi Arabia,2020,1,1,,,22,6,,"Abubakar, I.R., Dano, U.L.",,,,,,"RAYYAN-INCLUSION: {""Emily""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,Saudi Arabia,,
rayyan-897599678,Bending the carbon curve: fire management for carbon resilience under climate change,2017,,,Landscape Ecology,0921-2973,32,7,1461-1472,"Loudermilk, E. L. and Scheller, R. M. and Weisberg, P. J. and Kretchun, Alec",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Included""} | USER-NOTES: {""Kayleigh""=>[""Not sure of urban component. Tended to inclusion\n""]} | RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",10.1007/s10980-016-0447-x,"",,
rayyan-897599679,Agroforestry in Europe: A land management policy tool to combat climate change,2018,,,Land use policy,0264-8377,78,,603-613,"Mosquera-Losada, M.R. and Santiago-Freijanes, J.J. and Rois-Díaz, M. and Moreno, G. and den Herder, M. and Aldrey-Vázquez, J.A. and Ferreiro-Domínguez, N. and Pantera, A. and Pisanelli, A. and Rigueiro-Rodríguez, A.",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Included""} | RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,Europe,,
rayyan-897599680,Planning for climate change adaptation: lessons learned from a community-based workshop,2012,,,Environmental Science and Policy,1462-9011,17,,82-93,"Picketts, Ian M. and Werner, Arelia T. and Murdock, Trevor Q. and Curry, John and Déry, Stephen J. and Dyer, David",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Included""} | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",10.1016/j.envsci.2011.12.011,"",,
rayyan-897599681,Economic value assessment of forest carbon sequestration and atmospheric temperature mitigation in the Metropolitan City of Reggio Calabria (South Italy),2018,1,,,,,,,"Ascioti, Fortunato",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Included""} | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not primary",,Italy;Temperature,,
rayyan-897599682,Human footprints in urban forests: implication of nitrogen deposition for nitrogen and carbon storage,2015,,,Journal of Soils and Sediments,1439-0108,15,9,1927-1936,"Hosseini Bai, Shahla and Xu, Zhihong and Blumfield, Timothy J. and Reverchon, Frédérique",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Included""} | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: relevant review",10.1007/s11368-015-1205-4,Humanities;Humanism;Humans;Nitrogen,,
rayyan-897599683,Designing Function-Specific Plant Systems for Sustainable Urban Development,2021,,,Frontiers in Sustainable Cities,,3,,,"French, Katherine E.",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Included""} | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: relevant review",10.3389/frsc.2021.581764,"",,
rayyan-897599684,A synthesis of current knowledge on forests and carbon storage in the United States,2011,,,Ecological Applications,1051-0761,21,6,1902-1924,"McKinley, Duncan C. and Ryan, Michael G. and Birdsey, Richard A. and Giardina, Christian P. and Harmon, Mark E. and Heath, Linda S. and Houghton, Richard A. and Jackson, Robert B. and Morrison, James F. and Murray, Brian and Pataki, Diane E. and Skog, Kenneth E.",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Included""} | RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: relevant review",,United States;Trees,,
rayyan-897599685,"Sequestration vs. Emissions: On the Carbon Sequestration Potential of the Natural Areas of the City of Austin, Texas",2012,4,,Natural Areas Journal,,32,,86-95,"McCaw, Matt",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Included""} | RAYYAN-INCLUSION: {""Emily""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: inaccessible",10.3375/043.032.0110,Texas,,
rayyan-897599686,"Aboveground live carbon stock changes of California wildland ecosystems, 2001-2010",2015,,,Forest Ecology and Management,0378-1127,348,,68-77,"Gonzalez, Patrick and Battles, John J. and Collins, Br and on M. and Robards, Timothy and Saah, David S.",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Included""} | RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not urban",10.1016/j.foreco.2015.03.040,California,,
rayyan-897599687,Hotspots of the European forests carbon cycle,2008,,,Forest Ecology and Management,0378-1127,256,3,194-200,"Nabuurs, G.J. and Thürig, E. and Heidema, N. and Armolaitis, K. and Biber, P. and Cieciala, E. and Kaufmann, E. and Mäkipää, R. and Nilsen, P. and Petritsch, R. and Pristova, T. and Rock, J. and Schelhaas, M.J. and Sievanen, R. and Somogyi, Z. and Vallet, P.",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Included""} | RAYYAN-INCLUSION: {""Emily""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not urban",,Trees,,
rayyan-897599688,Consequences of spatial heterogeneity for ecosystem services in changing forest landscapes: priorities for future research,2013,,,Landscape Ecology,0921-2973,28,6,1081-1097,"Turner, Monica G. and Donato, Daniel C. and Romme, William H.",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Included""} | RAYYAN-INCLUSION: {""Emily""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not primary,not climate solution",10.1007/s10980-012-9741-4,Trees,,
rayyan-897599689,Mediterranean forests under focus,2008,,,The International Forestry Review,1465-5489,10,4,676-688,"PALAHI, M. and MAVSAR, R. and GRACIA, C. and BIROT, Y.",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Included""} | RAYYAN-INCLUSION: {""Emily""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not urban,not climate solution",,"",,
rayyan-897599690,New Policies for Old Trees: Averting a Global Crisis in a Keystone Ecological Structure Rapid loss of large old trees,2014,,,Conservation Letters,,7,1,61-69,"Lindenmayer, David B. and Laurance, William F. and Franklin, Jerry F. and Likens, Gene E. and Banks, Sam C. and Blanchard, Wade and Gibbons, Philip and Ikin, Karen and Blair, David and McBurney, Lachlan and Manning, Adrian D. and Stein, John A.R.",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Included""} | RAYYAN-INCLUSION: {""Emily""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: inaccessible",10.1111/conl.12013,Trees,,
rayyan-897599691,Large-Scale Geospatial Mapping of Forest Carbon Dynamics,2014,,,Journal of Sustainable Forestry,1054-9811,33,,S104-S122,"Liang, Jingjing and Zhou, Mo",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Included""} | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not urban",10.1080/10549811.2014.883998,Trees,,
rayyan-897599692,Assessing the effects of CO2 reduction strategies on heat islands in urban areas,2016,,,Sustainable Cities and Society,2210-6707,26,,383-392,"Hirano, Yujiro and Yoshida, Yukiko",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Included""} | RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest management",10.1016/j.scs.2016.04.018,Hot Temperature,,
rayyan-897599693,Comparative assessment of methods for estimating tree canopy cover across a rural-to-urban gradient in the mid-Atlantic region of the USA,2016,,,Environmental Monitoring and Assessment : An International Journal Devoted to Progress in the Use of Monitoring Data in Assessing Environmental Risks to Man and the Environment,0167-6369,188,5,1-17,"Riemann, Rachel and Liknes, Greg and O’Neil-Dunne, Jarlath and Toney, Chris and Lister, Tonya",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Included""} | RAYYAN-INCLUSION: {""Emily""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",10.1007/s10661-016-5281-8,"",,
rayyan-897599694,A fine-scale assessment of the ecosystem service-disservice dichotomy in the context of urban ecosystems affected by alien plant invasions,2019,,,Forest Ecosystems,,6,1,1-16,"Potgieter, Luke J. and Gaertner, Mirijam and O’Farrell, Patrick J. and Richardson, David M.",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Included""} | RAYYAN-INCLUSION: {""Emily""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not primary",10.1186/s40663-019-0200-4,"",,
rayyan-897599695,Annual sums of carbon dioxide exchange over a heterogeneous urban landscape through machine learning based gap-filling,2015,,,Atmospheric Environment,1352-2310,101,,312-327,"Menzer, Olaf and Meiring, Wendy and Kyriakidis, Phaedon C. and McFadden, Joseph P.",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Included""} | RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest management",10.1016/j.atmosenv.2014.11.006,Carbon Dioxide,,
