key,title,journal,authors,notes
rayyan-364026180,Birds of different biogeographic origins respond in contrasting ways to urbanization,BIOLOGICAL CONSERVATION,"Antonio Gonzalez-Oreja, Jose","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest,not in the specified geographical location"
rayyan-364027006,Bird species assemblages in railway stations: Variations along an urban-rural gradient,,"Chakraborty, A., Das, S., Ash, A., Saha, G.K., Aditya, G.","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest,not in the specified geographical location"
rayyan-364025362,Negative density-area relationships: the importance of the zeros,GLOBAL ECOLOGY AND BIOGEOGRAPHY,"Pautasso, Marco and Weisberg, Peter J.","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest,not bird success"
rayyan-364026086,Tradeoffs of using place-based community science for urban biodiversity monitoring,CONSERVATION SCIENCE AND PRACTICE,"Jimenez, Miguel F. and Pejchar, Liba and Reed, Sarah E.","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest,not bird success"
rayyan-364026790,Spatial prioritization for urban Biodiversity Quality using biotope maps and expert opinion,URBAN FORESTRY \& URBAN GREENING,"Jalkanen, Joel and Vierikko, Kati and Moilanen, Atte","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest,not bird success"
rayyan-527597288,Evaluating the metapopulation consequences of ecological traps,Proceedings. Biological Sciences,"Hale, Robin and Treml, Eric A. and Swearer, Stephen E.","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest,not bird success"
rayyan-527597300,The future of urban biodiversity research: Moving beyond the ‘low-hanging fruit’,Urban Ecosystems,"McDonnell, Mark J. and Hahs, Amy K.","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest,not bird success"
rayyan-364025352,The Effect of Human Activities on Raptors: A Preliminary Study on Samples of Wildlife Rehabilitation Center,PROGRESS IN NUTRITION,"K and ir, Emine Hesna and Gul, Tugrul Cagri and Saracoglu, Beste","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025371,The movements of a recently urbanized wading bird reveal changes in season timing and length related to resource use,PLOS ONE,"Kidd-Weaver, Anjelika and Hepinstall-Cymerman, Jeffrey and Welch, Catharine N. and Murray, Maureen H. and Adams, Henry C. and Ellison, Taylor J. and Yabsley, Michael J. and Hern and ez, Sonia M.","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025375,Optimizing Wind Power Generation while Minimizing Wildlife Impacts in an Urban Area,PLOS ONE,"Bohrer, Gil and Zhu, Kunpeng and Jones, Robert L. and Curtis, Peter S.","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025389,"Population Dynamics of House Sparrow (Passer domesticus) and House Crow (Corvus splendens) in Punjab (District Sargodha), Pakistan",PAKISTAN JOURNAL OF ZOOLOGY,"Mustafa, Irfan and Arif, Nousheen and Hussain, Syed Makhdoom and Malik, Inayat Ullah and Javid, Arshad and Ullah, Muhammad Irfan and Asif, Saira and Khan, Mobushir Riaz and Waqas, Ayesha and Eqani, Syed Ali Mustajab and Irum, Shamaila and Ahmed, Haroon","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025394,Bill size variation in northern cardinals associated with anthropogenic drivers across North America,ECOLOGY AND EVOLUTION,"Miller, Colleen R. and Latimer, Christopher E. and Zuckerberg, Benjamin","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025429,"Colonial, more widely distributed and less abundant bird species undergo wider population fluctuations independent of their population trend",PLOS ONE,"Cuervo, Jose J. and Moller, Anders P.","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025448,Avian prey-dropping behavior. II. American crows and walnuts,BEHAVIORAL ECOLOGY,"Cristol, DA and Switzer, PV","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025455,Great tits in urban noise benefit from high frequencies in song detection and discrimination,ANIMAL BEHAVIOUR,"Pohl, Nina U. and Leadbeater, Ellouise and Slabbekoorn, Hans and Klump, Georg M. and Langemann, Ulrike","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025474,Testing a key assumption of wildlife buffer zones: is flight initiation distance a species-specific trait?,BIOLOGICAL CONSERVATION,"Blumstein, DT and Anthony, LL and Harcourt, R and Ross, G","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025491,Macronutrient selection of free-ranging urban Australian white ibis (Threskiornis moluccus),BEHAVIORAL ECOLOGY,"Coogan, Sean C. P. and Machovsky-Capuska, Gabriel E. and Senior, Alistair M. and Martin, John M. and Major, Richard E. and Raubenheimer, David","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025531,Patterns of Song across Natural and Anthropogenic Soundscapes Suggest That White-Crowned Sparrows Minimize Acoustic Masking and Maximize Signal Content,PLOS ONE,"Derryberry, Elizabeth P. and Danner, Raymond M. and Danner, Julie E. and Derryberry, Graham E. and Phillips, Jennifer N. and Lipshutz, Sara E. and Gentry, Katherine and Luther, David A.","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025550,Effectiveness of the Natura 2000 network to cover threatened species,NATURE CONSERVATION-BULGARIA,"Trochet, Audrey and Schmeller, Dirk S.","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025554,Diet of the crowned eagle (Stephanoaetus coronatus) in an urban landscape: potential for human-wildlife conflict?,URBAN ECOSYSTEMS,"McPherson, Shane C. and Brown, Mark and Downs, Colleen T.","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025557,Can animals detect differences in vocalizations adjusted for anthropogenic noise?,ANIMAL BEHAVIOUR,"Luther, David and Magnotti, Jessica","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025590,Sex in the City: Breeding Behavior of Urban Peregrine Falcons in the Midwestern US,PLOS ONE,"Caballero, Isabel C. and Bates, John M. and Hennen, Mary and Ashley, Mary V.","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025597,A behavioural mechanism explaining noise-dependent frequency use in urban birdsong,ANIMAL BEHAVIOUR,"Halfwerk, Wouter and Slabbekoorn, Hans","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025603,The use of nest boxes in urban natural vegetation remnants by vertebrate fauna,WILDLIFE RESEARCH,"Harper, MJ and McCarthy, MA and van der Ree, R","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025610,"Changes in species assemblages within the Adelaide Metropolitan Area, Australia, 1836-2002",ECOLOGICAL APPLICATIONS,"Tait, CJ and Daniels, CB and Hill, RS","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025612,DIET COMPOSITION OF THE WINTERING Asio otus L. (STRIGIFORMES: STRIGIDAE) IN TWO DIFFERENT HABITAT TYPES IN TURKEY,TRAKYA UNIVERSITY JOURNAL OF NATURAL SCIENCES,"Selcuk, Ahmet Yesari and Ozkoc, Omral Unsal and Bal, Melisa and Yeltekin, Osman Ozmen and Gungor, Umut","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025650,Tolerance of human approaches by Common Mynas along an urban-rural gradient,EMU,"McGiffin, Ashlee and Lill, Alan and Beckman, Juliey and Johnstone, Christopher P.","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025662,Weather- and human-related shifts in feeding conditions promote the use of built-up areas by an avian opportunist,LANDSCAPE AND URBAN PLANNING,"Sotillo, Alej and ro and Baert, Jan M. and Mueller, Wendt and Stienen, Eric W. M. and Shamoun-Baranes, Judy and Soares, Amadeu M. V. M. and Lens, Luc","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025668,Shifting Breeding Phenology in Eurasian KestrelsFalco tinnunculus: Effects of Weather and Urbanization,FRONTIERS IN ECOLOGY AND EVOLUTION,"Huchler, Katharina and Schulze, Christian H. and Gamauf, Anita and Sumasgutner, Petra","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025669,Behavioral Correlations Associated with Fear of Humans Differ between Rural and Urban Burrowing Owls,FRONTIERS IN ECOLOGY AND EVOLUTION,"Carrete, Martina and Tella, Jose L.","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025670,A timeline for the urbanization of wild birds: The case of the lesser kestrel,QUATERNARY SCIENCE REVIEWS,"Jose Negro, Juan and Prenda, Jose and Jose Ferrero, Juan and Rodriguez, Airam and Reig-Ferrer, Abilio","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025673,A specialist in the city: the diet of barn owls along a rural to urban gradient,URBAN ECOSYSTEMS,"Hindmarch, Sofi and Elliott, John E.","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025676,"Traffic noise as a potential stressor to offspring of an urban bird, the European Starling",JOURNAL OF ORNITHOLOGY,"Walthers, Alyssa R. and Barber, Colleen A.","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025677,Sociality enhances birds' capacity to deal with anthropogenic ecosystems,URBAN ECOSYSTEMS,"Sk and rani, Zina and Bovet, Dalila and Gasparini, Julien and Baldaccini, Natale Emilio and Prevot, Anne-Caroline","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025681,Artificial nests for Barn Swallows Hirundo rustica: a conservation option for a declining passerine?,BIRD STUDY,"Teglhoj, Peter Gyorkos","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025689,Body condition and poxvirus infection predict circulating glucose levels in a colorful songbird that inhabits urban and rural environments,JOURNAL OF EXPERIMENTAL ZOOLOGY PART A-ECOLOGICAL AND INTEGRATIVE PHYSIOLOGY,"McGraw, Kevin J. and Chou, Katherine and Bridge, Annika and McGraw, Hannah C. and McGraw, Peyton R. and Simpson, Richard K.","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025691,Oxidative stress in birds along a NOx and urbanisation gradient: An interspecific approach,SCIENCE OF THE TOTAL ENVIRONMENT,"Salmon, Pablo and Stroh, Emilie and Herrera-Duenas, Amparo and von Post, Maria and Isaksson, Caroline","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025692,"Noise, avian abundance, and productivity at banding stations across the Continental United States",AVIAN CONSERVATION AND ECOLOGY,"Ng, Amber M. B. and Pontius, Michael L. and De Ruiter, Stacy L. and Proppe, Darren S.","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025697,"Supersize me: Does anthropogenic food change the body condition of Silver Gulls? A comparison between urbanized and remote, non-urbanized areas",WATERBIRDS,"Auman, Heidi J. and Meathrel, Catherine E. and Richardson, Alastair","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025703,Effects of urban noise on song and response behaviour in great tits,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"Mockford, Emily J. and Marshall, Rupert C.","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025704,Urban life promotes delayed dispersal and family living in a non-social bird species,SCIENTIFIC REPORTS,"Luna, Alvaro and Lois, Nicolas A. and Rodriguez-Martinez, Sol and Palma, Antonio and Sanz-Aguilar, Ana and Tella, Jose L. and Carrete, Martina","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025717,"Bird-arrival Dates and Climate Change, Sherbrooke, Quebec",NORTHEASTERN NATURALIST,"Jones, Norman K. and McCormick, Gary A. F.","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025734,Anthropogenic food availability and body mass maintenance in urban Red-winged Starlings Onychognathus morio,OSTRICH,"Risi, Taylyn C. and Sumasgutner, Petra and Cunningham, Susan J.","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025736,A Bayesian optimal escape model reveals bird species differ in their capacity to habituate to humans,BEHAVIORAL ECOLOGY,"Sutton, Nicholas M. and Weston, Michael A. and Guay, Patrick J. and Tregoweth, Jenna and O'Dwyer, James P.","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025739,"Patterns of flock size, diet, and vigilance of naturalized Monk Parakeets in Hyde Park, Chicago",CONDOR,"South, JM and Pruett-Jones, S","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025742,"An increase in song pitch of eastern great tits (Parus minor) in response to urban noise at Seoul, Korea",URBAN ECOSYSTEMS,"Lee, Catherine and Park, Chan Ryul","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025794,Drivers of compositional dissimilarity for native and alien birds: the relative roles of human activity and environmental suitability,BIOLOGICAL INVASIONS,"Ascensao, Fern and o and Latombe, Guillaume and Anadon, Jose D. and Abellan, Pedro and Cardador, Laura and Carrete, Martina and Tella, Jose L. and Capinha, Cesar","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025807,"Disentangling Relations among Repertoire Size, Song Rate, Signal Redundancy and Ambient Noise Level in European Songbird",ETHOLOGY,"Deoniziak, Krzysztof and Osiejuk, Tomasz S.","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025827,"Widespread genetic connectivity in Australia's most common owl, despite extensive habitat fragmentation",EMU-AUSTRAL ORNITHOLOGY,"Lohr, Michael T. and Krauss, Siegfried L. and Spencer, Peter B. S. and Anthony, Janet M. and Burbidge, Allan H. and Davis, Robert A.","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025828,Intensive human land uses negatively affect vertebrate functional diversity,ECOLOGY LETTERS,"Etard, Adrienne and Pigot, Alex L. and Newbold, Tim","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025840,PERENNIAL PAIR BONDS IN AN ACCIPITER: A BEHAVIORAL RESPONSE TO AN URBANIZED LANDSCAPE?,JOURNAL OF RAPTOR RESEARCH,"Boggie, Matthew A. and Mannan, R. William and Wissler, Craig","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025858,A field test of the audibility of urban versus rural songs in mountain chickadees,ETHOLOGY,"LaZerte, Stefanie E. and Slabbekoorn, Hans and Otter, Ken A.","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025864,FORAGING BEHAVIOR OF URBAN BIRDS: ARE HUMAN COMMENSALS LESS SENSITIVE TO PREDATION RISK THAN THEIR NONURBAN COUNTERPARTS?,CONDOR,"Tsurim, Ido and Abramsky, Zvika and Kotler, Burt P.","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025882,"Nest-spacing, not human presence, influences the breeding of Chimango Caracaras (Milvago chimango) in a peri-urban reserve",EMU-AUSTRAL ORNITHOLOGY,"Solaro, Claudina and Hernan Sarasola, Jose","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025904,Behavioural Syndromes in Urban and Rural Populations of Song Sparrows,ETHOLOGY,"Evans, Jackson and Boudreau, Kyle and Hyman, Jeremy","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025906,"Interspecific variation in the relationship between clutch size, laying date and intensity of urbanization in four species of hole-nesting birds",ECOLOGY AND EVOLUTION,"Vaugoyeau, Marie and Adriaensen, Frank and Artemyev, Alex and r and Banbura, Jerzy and Barba, Emilio and Biard, Clotilde and Blondel, Jacques and Bouslama, Zihad and Bouvier, Jean-Charles and Camprodon, Jordi and Cecere, Francesco and Charmantier, Anne and Charter, Motti and Cichon, Mariusz and Cusimano, Camillo and Czeszczewik, Dorota and Demeyrier, Virginie and Doligez, Bl and ine and Doutrelant, Claire and Dubiec, Anna and Eens, Marcel and Eeva, Tapio and Faivre, Bruno and Ferns, Peter N. and Forsman, Jukka T. and Garcia-del-Rey, Eduardo and Goldshtein, Aya and Goodenough, Anne E. and Gosler, Andrew G. and Gregoire, Arnaud and Gustafsson, Lars and Harnist, Iga and Hartley, Ian R. and Heeb, Philipp and Hinsley, Shelley A. and Isenmann, Paul and Jacob, Staffan and Juskaitis, Rimvydas and Korpimaki, Erkki and Krams, Indrikis and Laaksonen, Toni and Lambrechts, Marcel M. and Leclercq, Bernard and Lehikoinen, Esa and Loukola, Olli and Lundberg, Arne and Mainwaring, Mark C. and M and , Raivo and Massa, Bruno and Mazgajski, Tomasz D. and Merino, Santiago and Mitrus, Cezary and Monkkonen, Mikko and Morin, Xavier and Nager, Ruedi G. and Nilsson, Jan-Ake and Nilsson, Sven G. and Norte, Ana C. and Orell, Markku and Perret, Philippe and Perrins, Christopher M. and Pimentel, Carla S. and Pinxten, Rianne and Richner, Heinz and Robles, Hugo and Rytkonen, Seppo and Carlos Senar, Juan and Seppanen, Janne T. and da Silva, Luis Pascoal and Slagsvold, Tore and Solonen, Tapio and Sorace, Alberto and Stenning, Martyn J. and Tryjanowski, Piotr and von Numers, Mikael and Walankiewicz, Wieslaw and Moller, Anders Pape","RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
